asi_codigo,asi_nombre,asi_creditos
1000045-B,Inglés II - Semestral,3
1000049-B,Inglés II - Virtual,3
1000046-B,Inglés III - Semestral,3
1000050-B,Inglés III- Virtual,3
1000052-B,Inglés Intensivo I y II,6
1000053-B,Inglés Intensivo III y IV,6
1000047-B,Inglés IV- Semestral,3
1000051-B,Inglés IV- Virtual,3
2016856,Introducción a ingeniería eléctrica,5
2016502,Introducción a ingeniería electrónica,5
2016689,Introducción a la física subátomica,3
2016635,Introducción a la ingeniería agrícola,3
2015964,Introducción a la Ingeniería Civil,2
2016601,Introducción a la Ingeniería Industrial,4
2016669,Introducción a la investigación experimental,3
2016670,Introducción a la investigación teórica,3
2015460,Introducción a la Literatura,3
2015249,Introducción a la Sociología,3
2016662,Introducción a los espacios de Hilbert,3
2015155,Introducción al análisis real,4
2016663,Introducción al estado sólido,3
1000002-B,Lecto-Escritura,4
2024747,Lógica I,4
1000001-B,Matemáticas Básicas,4
2016675,Matemáticas especiales I para física,3
2016676,Matemáticas especiales II para física,3
2016679,Mecánica Analítica I,3
2016677,Mecánica Analítica II,3
2015554,Mecánica Cuántica I,4
2016688,Mecánica cuántica II,3
2016690,Mecánica Estadística,3
2015176,Mecanica newtoniana,4
2016681,Mediciones de óptica y acústica,3
2016680,Mediciones Electromagnéticas,3
2016678,Mediciones Mecánicas,3
2018121,Música tradicional colombiana,2
2018123,Música y mito clásico,2
2016139,Música y sociedad en Colombia,3
2016682,Oscilaciones y ondas,3
1000024-B,Principios de química,3
2015178,Probabilidad,4
1000013-B,Probabilidad y estadística fundamental,3
2001839,Programacion de computadores,3
2016652,Programación e introducción a los métodos numéricos,3
2015180,Programación y métodos numéricos,4
2016686,Relatividad,3
1000074-B,Suficiencia en lengua extranjera,12
2016653,Taller de Matemáticas y Ciencias,3
2016919,Taller gramática del arte,3
2016664,Técnicas de caracterización A,3
2016692,Técnicas de caracterización B,3
2016665,Temas de Física Contemporánea,1
2016693,Termodinámica - Modulo Experimental,2
2016691,Termodinámica-módulo de teoría,2
2016694,Trabajo de Grado,8
2016695,Trabajo de Grado - Asignaturas de Posgrado,8
1000003-B,Álgebra Lineal,4
1000012-B,Bioestadística fundamental,3
1000009-B,Biología general,3
1000004-B,Cálculo diferencial,4
1000006-B,Cálculo en varias variables,4
1000005-B,Cálculo Integral,4
2015511,Campo i: practicas de geologia fisica,3
2015512,Campo ii: practicas de geologia estructural,3
2015513,Campo III: Prácticas rocas ígneas y metamórficas,3
2015514,Campo IV: practicas sedimentologia - paleontologia - estratigrafia,3
2015558,Campo V: practicas geologia de Colombia y yacimientos,3
2015559,Campo VI: Cartografía Geológica,6
2015515,Cefalópodos fósiles,3
2015516,Climatología,3
2015517,Cristaloquímica y cristalografía,3
2024719,Economía de proyectos mineros y petroleros,3
1000007-B,Ecuaciones Diferenciales,4
2015498,Estratigrafía,3
2024720,Fotogeología,3
2015499,Fundamentación Geofísica,3
1000011-B,Fundamentos de ecología,3
1000017-B,Fundamentos de electricidad y magnetismo,4
1000019-B,Fundamentos de mecánica,4
1000021-B,Fundamentos de Mecánica de Fluidos,3
1000020-B,"Fundamentos de oscilaciones, ondas y óptica",4
2015545,Fundamentos químicos de geología,3
2015496,Geodinámica externa,4
2015497,Geodinamica interna,4
2015560,Geoeléctrica,3
2015561,Geologia ambiental,3
2015500,Geologia de colombia,3
2015525,Geologia del petroleo,3
2015605,Geología Estructural,3
2015501,Geología histórica,3
2015534,Geometría Descriptiva,4
2015553,Geomorfologia y fotos aereas,3
2015564,Hidrogeología,3
1000044-B,Inglés I- Semestral,3
1000048-B,Inglés I- Virtual,3
1000045-B,Inglés II - Semestral,3
1000049-B,Inglés II - Virtual,3
1000046-B,Inglés III - Semestral,3
1000050-B,Inglés III- Virtual,3
1000052-B,Inglés Intensivo I y II,6
1000053-B,Inglés Intensivo III y IV,6
1000047-B,Inglés IV- Semestral,3
1000051-B,Inglés IV- Virtual,3
2015527,Introducción a la sismología,3
2015528,Investigación dirigida,3
1000027-B,Laboratorio principios de análisis químico,3
1000025-B,Laboratorio tecnicas básicas en química,3
1000002-B,Lecto-Escritura,4
1000001-B,Matemáticas Básicas,4
2015502,Métodos Geofísicos,3
2015504,Mineralogia,3
2015530,Mineralogia de menas,3
2015503,Mineralogía óptica,3
2015552,Paleontología,3
2015505,Petrografia ignea,3
2015506,Petrografia metamorfica,3
2028993,Práctica empresarial en Geología,6
1000026-B,Principios de análisis químico,3
1000024-B,Principios de química,3
1000028-B,Principios de química inorgánica,3
1000013-B,Probabilidad y estadística fundamental,3
2015507,Sedimentologia,3
2015565,Sistemas de información geográfica,3
1000074-B,Suficiencia en lengua extranjera,12
2015508,Tectónica,3
2015280,Trabajo de Grado,10
2015282,Trabajo de Grado - Asignaturas de Posgrado,10
2015603,Volcanología,3
2015509,Yacimientos minerales,3
2015555,Álgebra lineal básica,4
2015149,Algebra multilineal y formas canónicas,4
2019072,Análisis numérico I,4
2015151,Análisis vectorial,4
2016342,Cálculo de ecuaciones diferenciales ordinarias,4
2016377,Cálculo diferencial en una variable,4
2015556,Cálculo integral en una variable,4
2015162,Calculo vectorial,4
2019075,Ecuaciones diferenciales parciales I,4
2025384,Epistemología e historia de las matemáticas,4
1000017-B,Fundamentos de electricidad y magnetismo,4
2015168,Fundamentos de matemáticas,4
2019078,Geometría diferencial I,4
2015172,Geometría elemental,4
1000008-B,Geometria vectorial y analítica,4
2015152,Grupos y anillos,4
1000044-B,Inglés I- Semestral,3
1000045-B,Inglés II - Semestral,3
1000049-B,Inglés II - Virtual,3
1000046-B,Inglés III - Semestral,3
1000050-B,Inglés III- Virtual,3
1000052-B,Inglés Intensivo I y II,6
1000053-B,Inglés Intensivo III y IV,6
1000047-B,Inglés IV- Semestral,3
1000051-B,Inglés IV- Virtual,3
2015153,Integración y series,4
2015173,Introducción a la optimización,4
2025819,Introducción a la teoría de conjuntos,4
2015174,Introducción a la teoría de la computación,4
2027312,Introducción al análisis combinatorio,4
2015155,Introducción al análisis real,4
1000002-B,Lecto-Escritura,4
2015156,Lógica matemática,4
1000001-B,Matemáticas Básicas,4
2016679,Mecánica Analítica I,3
2016677,Mecánica Analítica II,3
2015176,Mecanica newtoniana,4
2019082,Modelos matemáticos I,4
2015178,Probabilidad,4
2015180,Programación y métodos numéricos,4
2015181,Sistemas numéricos,4
1000074-B,Suficiencia en lengua extranjera,12
2016834,Teoría de Conjuntos I,4
2015157,Teoría de cuerpos,4
2015184,Teoría de grafos,4
2019092,Teoría de modelos I,4
2015158,Topología general,4
2015154,Trabajo de Grado,8
2023605,Trabajo de Grado - Asignaturas de Posgrado,8
2015159,Variable compleja,4
1000003-B,Álgebra Lineal,4
2015566,Análisis Químico Instrumental,3
2017771,Análisis y modelación de sistemas biológicos,3
2016058,Atomos y Moléculas,3
1000012-B,Bioestadística fundamental,3
2015568,Bioinorgánica,3
2017773,Biología de microorganismos,4
1000009-B,Biología general,3
2017775,Biologia molecular de la célula,4
2015570,Bioquimica,3
2015569,Bioquimica analitica,3
2016342,Cálculo de ecuaciones diferenciales ordinarias,4
1000004-B,Cálculo diferencial,4
1000005-B,Cálculo Integral,4
2015162,Calculo vectorial,4
2015571,Calidad y Quimiometría,3
2015709,Comunicación oral y escrita,3
2022897,Energía y combustible,3
2015572,Espectroscopía aplicada,2
1000037-B,Fisicoquímica I,3
1000038-B,Fisicoquímica II,3
2015575,Fundamentos de biología molecular,3
1000017-B,Fundamentos de electricidad y magnetismo,4
2015576,Fundamentos de espectroscopía,2
2016650,Fundamentos de Física Experimental,3
2017778,Fundamentos de investigación,2
1000019-B,Fundamentos de mecánica,4
1000021-B,Fundamentos de Mecánica de Fluidos,3
2015496,Geodinámica externa,4
2015497,Geodinamica interna,4
2015172,Geometría elemental,4
2015703,Ingeniería económica,3
1000044-B,Inglés I- Semestral,3
1000045-B,Inglés II - Semestral,3
1000049-B,Inglés II - Virtual,3
1000046-B,Inglés III - Semestral,3
1000050-B,Inglés III- Virtual,3
1000052-B,Inglés Intensivo I y II,6
1000053-B,Inglés Intensivo III y IV,6
1000047-B,Inglés IV- Semestral,3
1000051-B,Inglés IV- Virtual,3
2015577,Interfaces,3
1000040-B,Introducción a la ciencia de materiales,3
2015675,Introducción a la farmacia,2
2022902,Introducción a la química de alimentos,2
2015579,Laboratorio avanzado de analítica,4
2015580,Laboratorio avanzado de bioquímica,4
2015581,Laboratorio avanzado de industrial,4
2015582,Laboratorio avanzado de inorgánica,4
2015583,Laboratorio avanzado de orgánica,4
2015578,Laboratorio de Análisis Químico Instrumental,4
2015585,Laboratorio de bioquímica,4
2025338,Laboratorio de fisicoquímica I,2
2025339,Laboratorio de fisicoquímica II,2
2022919,Laboratorio de química agrícola,2
2022903,Laboratorio de química de alimentos,2
2015589,Laboratorio de Química Inorgánica,4
1000035-B,Laboratorio de química orgánica I,3
2015587,Laboratorio de Química Orgánica II,4
1000027-B,Laboratorio principios de análisis químico,3
1000025-B,Laboratorio tecnicas básicas en química,3
1000002-B,Lecto-Escritura,4
1000001-B,Matemáticas Básicas,4
2015590,Métodos Cromatográficos,3
2015591,Métodos Electroquímicos,3
2015592,Métodos ópticos,3
2015593,Microbiologia,3
2015504,Mineralogia,3
2015594,Modelamiento en química,3
2026365,Nanomateriales y nanotecnología,3
1000026-B,Principios de análisis químico,3
1000024-B,Principios de química,3
2015595,Principios de química industrial,3
1000028-B,Principios de química inorgánica,3
1000013-B,Probabilidad y estadística fundamental,3
2015734,Programación de computadores,3
2022908,Química agrícola,2
2026399,Química de aromas,3
2023819,Química de biomateriales dentales,3
2015596,Química de Carbaniones,3
2015597,Química de Heterociclos,3
2022909,Química de hongos,2
2022912,Química de polimeros,3
2015598,Química de Sólidos,3
2015599,Química estructural,3
2026364,Química fundamental,3
2015668,Química inorgánica farmacéutica,2
2015600,Química Metalorgánica,3
1000034-B,Química orgánica I,3
1000036-B,Química orgánica II,3
2016609,Seguridad industrial,3
1000074-B,Suficiencia en lengua extranjera,12
2015482,Taller de comprensión y producción de textos I,3
2015281,Trabajo de Grado,8
2025340,Trabajo de grado - Asignaturas de Posgrado,8
2015880,Agroclimatología,3
2015881,Agroecosistemas y sistemas de producción,3
1000012-B,Bioestadística fundamental,3
2015882,Biología celular y molecular básica,3
2015877,Biología de plantas,4
1000042-B,Bioquímica básica,3
2015878,Botánica taxonómica,3
1000004-B,Cálculo diferencial,4
1000005-B,Cálculo Integral,4
2015883,Ciclo I: Formulación y evaluación de proyectos productivos,3
2015884,Ciclo II: Ejecución de un proyecto productivo,4
2015885,Ciencia del suelo,3
2015886,Cultivos perennes industriales,3
2015887,Diseño de experimentos,3
2015888,Economía agraria,3
2015889,Edafología,3
2015890,Entomología,3
2015891,Fisiología de la producción vegetal,3
2015892,Fisiología vegetal básica,4
2015893,Fitomejoramiento,3
2015894,Fitopatología,3
1000011-B,Fundamentos de ecología,3
1000019-B,Fundamentos de mecánica,4
2015895,Génetica general,3
2015237,Geografía económica,3
2015896,Geomática básica,3
2015922,Gestión agroempresarial,3
2015247,Hidrogeografía,3
1000044-B,Inglés I- Semestral,3
1000045-B,Inglés II - Semestral,3
1000046-B,Inglés III - Semestral,3
1000052-B,Inglés Intensivo I y II,6
1000053-B,Inglés Intensivo III y IV,6
1000047-B,Inglés IV- Semestral,3
2015897,Introducción a la ingeniería agronómica,3
1000043-B,Laboratorio bioquímica básica,2
2015782,Laboratorio de química básica,2
1000002-B,Lecto-Escritura,4
2015898,Manejo de la fertilidad del suelo,3
2015899,Manejo Integrado de Enfermedades,3
2015900,Manejo integrado de malezas,3
2015901,Manejo integrado de plagas,3
1000001-B,Matemáticas Básicas,4
2015902,Mecanización agrícola,3
2015903,Microbiología,3
2015934,Práctica profesional,12
1000013-B,Probabilidad y estadística fundamental,3
2024046,Produccion de cultivos de clima calido,3
2015905,Producción de especies ornamentales,3
2015906,Producción de frutales,3
2015904,Producción de hortalizas,3
2024465,Producción de papa,3
1000041-B,Química básica,3
2015907,Reproducción y multiplicación,3
2015908,Riegos y drenajes,3
2015909,Sociología rural,3
2015910,Tecnología de la Poscosecha,2
2015291,Trabajo de Grado,6
2015292,Trabajo de Grado - Asignaturas de Posgrado,6
2029156,Analítica de negocios I,4
2029158,Analítica de negocios II,4
2029188,Aplicaciones empresariales,4
2016025,Auditoría financiera I,4
2016026,Auditoría financiera II,4
1000004-B,Cálculo diferencial,4
2027992,Cátedra de gestión y organizaciones,3
2028570,Cátedra del egresado,3
2027680,Cátedra empresarial I,2
2027746,Cátedra empresarial II,2
2029175,Comportamiento organizacional,3
2029163,Comunicaciones integradas de mercadeo y gestion de marca,3
2016114,Contabilidad de inversiones y financiación,3
2016113,Contabilidad de operaciones,3
2016115,Control interno,3
2016589,Control y gestión de calidad,3
2016117,Derecho comercial general y sociedades,3
2015446,Derecho constitucional colombiano,3
2016116,Derecho de las relaciones laborales,3
2028894,Desarrollo y diseño de producto,3
2016028,"Diseño, gestión y evaluación de proyectos",4
2017309,Diseño y Mercados,3
2016002,Econometría I,4
2016005,Economía política I,4
2028561,Emprendimiento centrado en el cliente,3
2029185,Emprendimiento enfocado en la generación de valor,4
2016196,Español y comunicación,3
2016036,Estrategia,4
2029192,Estrategia de mercadeo,3
2016120,Estrategia de mercados,3
2028593,Estructuracion y puesta en marcha de startups y negocios innovadores,3
2016037,Finanzas avanzadas,4
2016007,Fundamentos de administración,4
2016038,Fundamentos de contabilidad de gestión,4
2016008,Fundamentos de contabilidad financiera,4
2015270,Fundamentos de economía,3
2016039,Fundamentos de finanzas,4
2029193,Fundamentos de mercadeo,4
2015701,Gerencia de recursos humanos,3
2015702,Gerencia y gestión de proyectos,3
2029189,Gestión de las operaciones I,4
2029190,Gestión de las operaciones II,3
2016121,Gestión de las operaciones y la producción I,4
2029191,Gestión de recursos humanos,4
2016600,Gestión tecnológica,3
2029157,Habilidades comunicativas en ciencias de gestión,3
2016009,Historia del pensamiento económico,4
2016011,Historia económica general,4
2029154,Informática aplicada para la gestión de datos e información,4
1000044-B,Inglés I- Semestral,3
1000045-B,Inglés II - Semestral,3
1000046-B,Inglés III - Semestral,3
1000052-B,Inglés Intensivo I y II,6
1000053-B,Inglés Intensivo III y IV,6
1000047-B,Inglés IV- Semestral,3
2016123,Instituciones politico-constitucionales colombianas,4
2016042,Internacionalización de la empresa,4
1000002-B,Lecto-Escritura,4
2016605,Logística,3
2025655,Logística y cadena de abastecimiento,3
2016013,Macroeconomía II,4
2016012,Macroeconomía I,4
1000001-B,Matemáticas Básicas,4
2016043,Matemáticas Financieras,4
2016015,Metodología de la investigación I,2
2016016,Metodología de la investigación II,3
2016125,Métodos Cuantitativos,4
2016017,Microeconomía I,4
2016018,Microeconomía II,4
2016020,Modelación dinámica,4
2016021,Modelación estática,4
2016047,Modelos económicos computacionales,3
2027706,"Negociación, trabajo en equipo y liderazgo",3
2016703,Pensamiento sistémico,3
1000013-B,Probabilidad y estadística fundamental,3
2016127,Problemas económicos colombianos,4
2015734,Programación de computadores,3
2017911,Psicología Organizacional,3
2029170,Psicología y comportamiento del consumidor,3
2017914,Psicología y salud ocupacional,3
2016213,Responsablilidad Social Empresarial,3
2028432,Riesgos emergentes en el ecosistema empresarial,3
2016609,Seguridad industrial,3
